interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
COL9A2_ITGA2_ITGB1	COLLAGEN	Col9a2	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a2  - (Itga2+Itgb1)
COL9A3_ITGA2_ITGB1	COLLAGEN	Col9a3	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a3  - (Itga2+Itgb1)
FN1_ITGA3_ITGB1	FN1	Fn1	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Fn1  - (Itga3+Itgb1)
FN1_ITGA4_ITGB1	FN1	Fn1	ITGA4_ITGB1					KEGG: mmu04512	ECM-Receptor	Fn1  - (Itga4+Itgb1)
FN1_ITGA5_ITGB1	FN1	Fn1	ITGA5_ITGB1					KEGG: mmu04512	ECM-Receptor	Fn1  - (Itga5+Itgb1)
FN1_ITGA8_ITGB1	FN1	Fn1	ITGA8_ITGB1					KEGG: mmu04512	ECM-Receptor	Fn1  - (Itga8+Itgb1)
LAMA1_ITGA1_ITGB1	LAMININ	Lama1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama1  - (Itga1+Itgb1)
LAMA2_ITGA1_ITGB1	LAMININ	Lama2	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama2  - (Itga1+Itgb1)
LAMA3_ITGA1_ITGB1	LAMININ	Lama3	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama3  - (Itga1+Itgb1)
LAMA4_ITGA1_ITGB1	LAMININ	Lama4	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama4  - (Itga1+Itgb1)
LAMA5_ITGA1_ITGB1	LAMININ	Lama5	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama5  - (Itga1+Itgb1)
LAMB1_ITGA1_ITGB1	LAMININ	Lamb1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb1  - (Itga1+Itgb1)
LAMB2_ITGA1_ITGB1	LAMININ	Lamb2	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb2  - (Itga1+Itgb1)
LAMC1_ITGA1_ITGB1	LAMININ	Lamc1	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1  - (Itga1+Itgb1)
LAMC3_ITGA1_ITGB1	LAMININ	Lamc3	ITGA1_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc3  - (Itga1+Itgb1)
LAMA1_ITGA2_ITGB1	LAMININ	Lama1	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama1  - (Itga2+Itgb1)
LAMA2_ITGA2_ITGB1	LAMININ	Lama2	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama2  - (Itga2+Itgb1)
LAMA3_ITGA2_ITGB1	LAMININ	Lama3	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama3  - (Itga2+Itgb1)
LAMA4_ITGA2_ITGB1	LAMININ	Lama4	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama4  - (Itga2+Itgb1)
LAMA5_ITGA2_ITGB1	LAMININ	Lama5	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama5  - (Itga2+Itgb1)
LAMB1_ITGA2_ITGB1	LAMININ	Lamb1	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb1  - (Itga2+Itgb1)
LAMB2_ITGA2_ITGB1	LAMININ	Lamb2	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb2  - (Itga2+Itgb1)
LAMC1_ITGA2_ITGB1	LAMININ	Lamc1	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1  - (Itga2+Itgb1)
LAMC3_ITGA2_ITGB1	LAMININ	Lamc3	ITGA2_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc3  - (Itga2+Itgb1)
LAMA1_ITGA3_ITGB1	LAMININ	Lama1	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama1  - (Itga3+Itgb1)
LAMA2_ITGA3_ITGB1	LAMININ	Lama2	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama2  - (Itga3+Itgb1)
LAMA3_ITGA3_ITGB1	LAMININ	Lama3	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama3  - (Itga3+Itgb1)
LAMA4_ITGA3_ITGB1	LAMININ	Lama4	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama4  - (Itga3+Itgb1)
LAMA5_ITGA3_ITGB1	LAMININ	Lama5	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama5  - (Itga3+Itgb1)
LAMB1_ITGA3_ITGB1	LAMININ	Lamb1	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb1  - (Itga3+Itgb1)
LAMB2_ITGA3_ITGB1	LAMININ	Lamb2	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb2  - (Itga3+Itgb1)
LAMC1_ITGA3_ITGB1	LAMININ	Lamc1	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1  - (Itga3+Itgb1)
LAMC3_ITGA3_ITGB1	LAMININ	Lamc3	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc3  - (Itga3+Itgb1)
RELN_ITGA3_ITGB1	RELN	Reln	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Reln  - (Itga3+Itgb1)
THBS1_ITGA3_ITGB1	THBS	Thbs1	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Thbs1  - (Itga3+Itgb1)
THBS2_ITGA3_ITGB1	THBS	Thbs2	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Thbs2  - (Itga3+Itgb1)
THBS3_ITGA3_ITGB1	THBS	Thbs3	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Thbs3  - (Itga3+Itgb1)
THBS4_ITGA3_ITGB1	THBS	Thbs4	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Thbs4  - (Itga3+Itgb1)
COMP_ITGA3_ITGB1	THBS	Comp	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Comp  - (Itga3+Itgb1)
COL1A1_ITGA3_ITGB1	COLLAGEN	Col1a1	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a1  - (Itga3+Itgb1)
COL1A2_ITGA3_ITGB1	COLLAGEN	Col1a2	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a2  - (Itga3+Itgb1)
COL2A1_ITGA3_ITGB1	COLLAGEN	Col2a1	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col2a1  - (Itga3+Itgb1)
COL4A1_ITGA3_ITGB1	COLLAGEN	Col4a1	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a1  - (Itga3+Itgb1)
COL4A2_ITGA3_ITGB1	COLLAGEN	Col4a2	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a2  - (Itga3+Itgb1)
COL4A3_ITGA3_ITGB1	COLLAGEN	Col4a3	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a3  - (Itga3+Itgb1)
COL4A4_ITGA3_ITGB1	COLLAGEN	Col4a4	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a4  - (Itga3+Itgb1)
COL4A5_ITGA3_ITGB1	COLLAGEN	Col4a5	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a5  - (Itga3+Itgb1)
COL4A6_ITGA3_ITGB1	COLLAGEN	Col4a6	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a6  - (Itga3+Itgb1)
COL6A1_ITGA3_ITGB1	COLLAGEN	Col6a1	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a1  - (Itga3+Itgb1)
COL6A2_ITGA3_ITGB1	COLLAGEN	Col6a2	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a2  - (Itga3+Itgb1)
COL9A1_ITGA3_ITGB1	COLLAGEN	Col9a1	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a1  - (Itga3+Itgb1)
COL9A2_ITGA3_ITGB1	COLLAGEN	Col9a2	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a2  - (Itga3+Itgb1)
COL9A3_ITGA3_ITGB1	COLLAGEN	Col9a3	ITGA3_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a3  - (Itga3+Itgb1)
LAMA1_ITGA6_ITGB1	LAMININ	Lama1	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama1  - (Itga6+Itgb1)
LAMA2_ITGA6_ITGB1	LAMININ	Lama2	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama2  - (Itga6+Itgb1)
LAMA3_ITGA6_ITGB1	LAMININ	Lama3	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama3  - (Itga6+Itgb1)
LAMA4_ITGA6_ITGB1	LAMININ	Lama4	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama4  - (Itga6+Itgb1)
LAMA5_ITGA6_ITGB1	LAMININ	Lama5	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama5  - (Itga6+Itgb1)
LAMB1_ITGA6_ITGB1	LAMININ	Lamb1	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb1  - (Itga6+Itgb1)
LAMB2_ITGA6_ITGB1	LAMININ	Lamb2	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb2  - (Itga6+Itgb1)
LAMC1_ITGA6_ITGB1	LAMININ	Lamc1	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1  - (Itga6+Itgb1)
LAMC3_ITGA6_ITGB1	LAMININ	Lamc3	ITGA6_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc3  - (Itga6+Itgb1)
LAMA1_ITGA7_ITGB1	LAMININ	Lama1	ITGA7_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama1  - (Itga7+Itgb1)
LAMA2_ITGA7_ITGB1	LAMININ	Lama2	ITGA7_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama2  - (Itga7+Itgb1)
LAMA3_ITGA7_ITGB1	LAMININ	Lama3	ITGA7_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama3  - (Itga7+Itgb1)
LAMA4_ITGA7_ITGB1	LAMININ	Lama4	ITGA7_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama4  - (Itga7+Itgb1)
LAMA5_ITGA7_ITGB1	LAMININ	Lama5	ITGA7_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama5  - (Itga7+Itgb1)
LAMB1_ITGA7_ITGB1	LAMININ	Lamb1	ITGA7_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb1  - (Itga7+Itgb1)
LAMB2_ITGA7_ITGB1	LAMININ	Lamb2	ITGA7_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb2  - (Itga7+Itgb1)
LAMC1_ITGA7_ITGB1	LAMININ	Lamc1	ITGA7_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1  - (Itga7+Itgb1)
LAMC3_ITGA7_ITGB1	LAMININ	Lamc3	ITGA7_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc3  - (Itga7+Itgb1)
VTN_ITGA8_ITGB1	VTN	Vtn	ITGA8_ITGB1					KEGG: mmu04512	ECM-Receptor	Vtn  - (Itga8+Itgb1)
TNC_ITGA8_ITGB1	TENASCIN	Tnc	ITGA8_ITGB1					KEGG: mmu04512	ECM-Receptor	Tnc  - (Itga8+Itgb1)
TNR_ITGA8_ITGB1	TENASCIN	Tnr	ITGA8_ITGB1					KEGG: mmu04512	ECM-Receptor	Tnr  - (Itga8+Itgb1)
TNXB_ITGA8_ITGB1	TENASCIN	Tnxb	ITGA8_ITGB1					KEGG: mmu04512	ECM-Receptor	Tnxb  - (Itga8+Itgb1)
NPNT1_ITGA8_ITGB1	NPNT	Npnt complex 1	ITGA8_ITGB1					KEGG: mmu04512	ECM-Receptor	Npnt1  - (Itga8+Itgb1)
NPNT2_ITGA8_ITGB1	NPNT	Npnt complex 2	ITGA8_ITGB1					KEGG: mmu04512	ECM-Receptor	Npnt2  - (Itga8+Itgb1)
TNC_ITGA9_ITGB1	TENASCIN	Tnc	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Tnc  - (Itga9+Itgb1)
TNR_ITGA9_ITGB1	TENASCIN	Tnr	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Tnr  - (Itga9+Itgb1)
TNXB_ITGA9_ITGB1	TENASCIN	Tnxb	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Tnxb  - (Itga9+Itgb1)
COL1A1_ITGA9_ITGB1	COLLAGEN	Col1a1	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a1  - (Itga9+Itgb1)
COL1A2_ITGA9_ITGB1	COLLAGEN	Col1a2	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a2  - (Itga9+Itgb1)
COL2A1_ITGA9_ITGB1	COLLAGEN	Col2a1	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col2a1  - (Itga9+Itgb1)
COL4A1_ITGA9_ITGB1	COLLAGEN	Col4a1	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a1  - (Itga9+Itgb1)
COL4A2_ITGA9_ITGB1	COLLAGEN	Col4a2	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a2  - (Itga9+Itgb1)
COL4A3_ITGA9_ITGB1	COLLAGEN	Col4a3	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a3  - (Itga9+Itgb1)
COL4A4_ITGA9_ITGB1	COLLAGEN	Col4a4	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a4  - (Itga9+Itgb1)
COL4A5_ITGA9_ITGB1	COLLAGEN	Col4a5	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a5  - (Itga9+Itgb1)
COL4A6_ITGA9_ITGB1	COLLAGEN	Col4a6	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a6  - (Itga9+Itgb1)
COL6A1_ITGA9_ITGB1	COLLAGEN	Col6a1	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a1  - (Itga9+Itgb1)
COL6A2_ITGA9_ITGB1	COLLAGEN	Col6a2	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a2  - (Itga9+Itgb1)
COL9A1_ITGA9_ITGB1	COLLAGEN	Col9a1	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a1  - (Itga9+Itgb1)
COL9A2_ITGA9_ITGB1	COLLAGEN	Col9a2	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a2  - (Itga9+Itgb1)
COL9A3_ITGA9_ITGB1	COLLAGEN	Col9a3	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a3  - (Itga9+Itgb1)
LAMA1_ITGA9_ITGB1	LAMININ	Lama1	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama1  - (Itga9+Itgb1)
LAMA2_ITGA9_ITGB1	LAMININ	Lama2	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama2  - (Itga9+Itgb1)
LAMA3_ITGA9_ITGB1	LAMININ	Lama3	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama3  - (Itga9+Itgb1)
LAMA4_ITGA9_ITGB1	LAMININ	Lama4	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama4  - (Itga9+Itgb1)
LAMA5_ITGA9_ITGB1	LAMININ	Lama5	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Lama5  - (Itga9+Itgb1)
LAMB1_ITGA9_ITGB1	LAMININ	Lamb1	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb1  - (Itga9+Itgb1)
LAMB2_ITGA9_ITGB1	LAMININ	Lamb2	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamb2  - (Itga9+Itgb1)
LAMC1_ITGA9_ITGB1	LAMININ	Lamc1	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc1  - (Itga9+Itgb1)
LAMC3_ITGA9_ITGB1	LAMININ	Lamc3	ITGA9_ITGB1					KEGG: mmu04512	ECM-Receptor	Lamc3  - (Itga9+Itgb1)
COL1A1_ITGA10_ITGB1	COLLAGEN	Col1a1	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a1  - (Itga10+Itgb1)
COL1A2_ITGA10_ITGB1	COLLAGEN	Col1a2	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a2  - (Itga10+Itgb1)
COL2A1_ITGA10_ITGB1	COLLAGEN	Col2a1	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col2a1  - (Itga10+Itgb1)
COL4A1_ITGA10_ITGB1	COLLAGEN	Col4a1	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a1  - (Itga10+Itgb1)
COL4A2_ITGA10_ITGB1	COLLAGEN	Col4a2	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a2  - (Itga10+Itgb1)
COL4A3_ITGA10_ITGB1	COLLAGEN	Col4a3	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a3  - (Itga10+Itgb1)
COL4A4_ITGA10_ITGB1	COLLAGEN	Col4a4	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a4  - (Itga10+Itgb1)
COL4A5_ITGA10_ITGB1	COLLAGEN	Col4a5	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a5  - (Itga10+Itgb1)
COL4A6_ITGA10_ITGB1	COLLAGEN	Col4a6	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a6  - (Itga10+Itgb1)
COL6A1_ITGA10_ITGB1	COLLAGEN	Col6a1	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a1  - (Itga10+Itgb1)
COL6A2_ITGA10_ITGB1	COLLAGEN	Col6a2	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a2  - (Itga10+Itgb1)
COL9A1_ITGA10_ITGB1	COLLAGEN	Col9a1	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a1  - (Itga10+Itgb1)
COL9A2_ITGA10_ITGB1	COLLAGEN	Col9a2	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a2  - (Itga10+Itgb1)
COL9A3_ITGA10_ITGB1	COLLAGEN	Col9a3	ITGA10_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a3  - (Itga10+Itgb1)
COL1A1_ITGA11_ITGB1	COLLAGEN	Col1a1	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a1  - (Itga11+Itgb1)
COL1A2_ITGA11_ITGB1	COLLAGEN	Col1a2	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col1a2  - (Itga11+Itgb1)
COL2A1_ITGA11_ITGB1	COLLAGEN	Col2a1	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col2a1  - (Itga11+Itgb1)
COL4A1_ITGA11_ITGB1	COLLAGEN	Col4a1	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a1  - (Itga11+Itgb1)
COL4A2_ITGA11_ITGB1	COLLAGEN	Col4a2	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a2  - (Itga11+Itgb1)
COL4A3_ITGA11_ITGB1	COLLAGEN	Col4a3	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a3  - (Itga11+Itgb1)
COL4A4_ITGA11_ITGB1	COLLAGEN	Col4a4	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a4  - (Itga11+Itgb1)
COL4A5_ITGA11_ITGB1	COLLAGEN	Col4a5	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a5  - (Itga11+Itgb1)
COL4A6_ITGA11_ITGB1	COLLAGEN	Col4a6	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col4a6  - (Itga11+Itgb1)
COL6A1_ITGA11_ITGB1	COLLAGEN	Col6a1	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a1  - (Itga11+Itgb1)
COL6A2_ITGA11_ITGB1	COLLAGEN	Col6a2	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col6a2  - (Itga11+Itgb1)
COL9A1_ITGA11_ITGB1	COLLAGEN	Col9a1	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a1  - (Itga11+Itgb1)
COL9A2_ITGA11_ITGB1	COLLAGEN	Col9a2	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a2  - (Itga11+Itgb1)
COL9A3_ITGA11_ITGB1	COLLAGEN	Col9a3	ITGA11_ITGB1					KEGG: mmu04512	ECM-Receptor	Col9a3  - (Itga11+Itgb1)
FN1_ITGAV_ITGB1	FN1	Fn1	ITGAV_ITGB1					KEGG: mmu04512	ECM-Receptor	Fn1  - (Itgav+Itgb1)
VTN_ITGAV_ITGB1	VTN	Vtn	ITGAV_ITGB1					KEGG: mmu04512	ECM-Receptor	Vtn  - (Itgav+Itgb1)
FN1_ITGA4_ITGB7	FN1	Fn1	ITGA4_ITGB7					KEGG: mmu04512	ECM-Receptor	Fn1  - (Itga4+Itgb7)
FN1_ITGAV_ITGB3	FN1	Fn1	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Fn1  - (Itgav+Itgb3)
VTN_ITGAV_ITGB3	VTN	Vtn	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Vtn  - (Itgav+Itgb3)
VWF_ITGAV_ITGB3	VWF	Vwf	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Vwf  - (Itgav+Itgb3)
TNC_ITGAV_ITGB3	TENASCIN	Tnc	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Tnc  - (Itgav+Itgb3)
TNR_ITGAV_ITGB3	TENASCIN	Tnr	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Tnr  - (Itgav+Itgb3)
TNXB_ITGAV_ITGB3	TENASCIN	Tnxb	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Tnxb  - (Itgav+Itgb3)
THBS1_ITGAV_ITGB3	THBS	Thbs1	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Thbs1  - (Itgav+Itgb3)
THBS2_ITGAV_ITGB3	THBS	Thbs2	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Thbs2  - (Itgav+Itgb3)
THBS3_ITGAV_ITGB3	THBS	Thbs3	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Thbs3  - (Itgav+Itgb3)
THBS4_ITGAV_ITGB3	THBS	Thbs4	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Thbs4  - (Itgav+Itgb3)
COMP_ITGAV_ITGB3	THBS	Comp	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Comp  - (Itgav+Itgb3)
DMP1_ITGAV_ITGB3	DMP1	Dmp1	ITGAV_ITGB3					KEGG: mmu04512	ECM-Receptor	Dmp1  - (Itgav+Itgb3)
FN1_ITGA2B_ITGB3	FN1	Fn1	ITGA2B_ITGB3					KEGG: mmu04512	ECM-Receptor	Fn1  - (Itga2b+Itgb3)
VTN_ITGA2B_ITGB3	VTN	Vtn	ITGA2B_ITGB3					KEGG: mmu04512	ECM-Receptor	Vtn  - (Itga2b+Itgb3)
VWF_ITGA2B_ITGB3	VWF	Vwf	ITGA2B_ITGB3					KEGG: mmu04512	ECM-Receptor	Vwf  - (Itga2b+Itgb3)
TNC_ITGA2B_ITGB3	TENASCIN	Tnc	ITGA2B_ITGB3					KEGG: mmu04512	ECM-Receptor	Tnc  - (Itga2b+Itgb3)
TNR_ITGA2B_ITGB3	TENASCIN	Tnr	ITGA2B_ITGB3					KEGG: mmu04512	ECM-Receptor	Tnr  - (Itga2b+Itgb3)
TNXB_ITGA2B_ITGB3	TENASCIN	Tnxb	ITGA2B_ITGB3					KEGG: mmu04512	ECM-Receptor	Tnxb  - (Itga2b+Itgb3)
VTN_ITGAV_ITGB5	VTN	Vtn	ITGAV_ITGB5					KEGG: mmu04512	ECM-Receptor	Vtn  - (Itgav+Itgb5)
TNC_ITGAV_ITGB6	TENASCIN	Tnc	ITGAV_ITGB6					KEGG: mmu04512	ECM-Receptor	Tnc  - (Itgav+Itgb6)
TNR_ITGAV_ITGB6	TENASCIN	Tnr	ITGAV_ITGB6					KEGG: mmu04512	ECM-Receptor	Tnr  - (Itgav+Itgb6)
TNXB_ITGAV_ITGB6	TENASCIN	Tnxb	ITGAV_ITGB6					KEGG: mmu04512	ECM-Receptor	Tnxb  - (Itgav+Itgb6)
FN1_ITGAV_ITGB6	FN1	Fn1	ITGAV_ITGB6					KEGG: mmu04512	ECM-Receptor	Fn1  - (Itgav+Itgb6)
VTN_ITGAV_ITGB8	VTN	Vtn	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Vtn  - (Itgav+Itgb8)
FN1_ITGAV_ITGB8	FN1	Fn1	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Fn1  - (Itgav+Itgb8)
LAMA1_ITGAV_ITGB8	LAMININ	Lama1	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Lama1  - (Itgav+Itgb8)
LAMA2_ITGAV_ITGB8	LAMININ	Lama2	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Lama2  - (Itgav+Itgb8)
LAMA3_ITGAV_ITGB8	LAMININ	Lama3	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Lama3  - (Itgav+Itgb8)
LAMA4_ITGAV_ITGB8	LAMININ	Lama4	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Lama4  - (Itgav+Itgb8)
LAMA5_ITGAV_ITGB8	LAMININ	Lama5	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Lama5  - (Itgav+Itgb8)
LAMB1_ITGAV_ITGB8	LAMININ	Lamb1	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Lamb1  - (Itgav+Itgb8)
LAMB2_ITGAV_ITGB8	LAMININ	Lamb2	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Lamb2  - (Itgav+Itgb8)
LAMC1_ITGAV_ITGB8	LAMININ	Lamc1	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Lamc1  - (Itgav+Itgb8)
LAMC3_ITGAV_ITGB8	LAMININ	Lamc3	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Lamc3  - (Itgav+Itgb8)
COL1A1_ITGAV_ITGB8	COLLAGEN	Col1a1	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col1a1  - (Itgav+Itgb8)
COL1A2_ITGAV_ITGB8	COLLAGEN	Col1a2	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col1a2  - (Itgav+Itgb8)
COL2A1_ITGAV_ITGB8	COLLAGEN	Col2a1	ITGAV_ITGB8					KEGG: mmu04512	ECM-Receptor	Col2a1  - (Itgav+Itgb8)
